source,target,weight
glrhelper,flacoman954,8
glrhelper,tonihaire,6
glrhelper,StarSweptBaby,5
glrhelper,SilverLynn,5
glrhelper,millivan,5
glrhelper,Jaxlast,5
glrhelper,delphitfg,4
glrhelper,annette030,4
glrhelper,littletwister1963,4
glrhelper,Brooklynnite,59
glrhelper,MartinD42,18
glrhelper,arnie88,8
glrhelper,Bleuizes,6
glrhelper,LuxuryCar50,6
glrhelper,rico903,5
glrhelper,teresakitty2,5
glrhelper,chkppam,5
glrhelper,dayprogal,4
glrhelper,denz7,4
glrhelper,smilecd,4
glrhelper,dfwright9,672
glrhelper,Hondaddy,53
glrhelper,mlbbarry,9
Hondaddy,SecretMe7,5
Brooklynnite,SecretMe7,5
backsurgery2,SecretMe7,5
annette030,SecretMe7,5
dfwright9,SecretMe7,5
glrhelper,SecretMe7,5
futurexboy2,littletwister1963,5
littletwister19634,futurexboy2,18349
littletwister19634,littletwister1963,5
teresakitty2,futurexboy2,3697
teresakitty2,littletwister1963,5
teresakitty2,littletwister19634,4640
gailb54,teresakitty2,6515
gailb54,littletwister1963,5
gailb54,littletwister19634,2714
gailb54,futurexboy2,2361
TDXSP08,gailb54,60625
TDXSP08,futurexboy2,2270
TDXSP08,teresakitty2,5865
TDXSP08,littletwister1963,5
TDXSP08,littletwister19634,2594
corlaw,futurexboy2,1516
corlaw,gailb54,4246
corlaw,littletwister1963,5
corlaw,littletwister19634,1654
corlaw,TDXSP08,4577
futurexboy2,karanna,5
littletwister19634,karanna,5
teresakitty2,karanna,5
gailb54,karanna,5
TDXSP08,karanna,5
corlaw,karanna,5
Stagebear,jiggsup,10
Stagebear,nooks34983,9
Stagebear,fan4ever3,7
Stagebear,kathigillean,6
Stagebear,crystalm4,6
Stagebear,annette030,6
Stagebear,wonderiny,6
Stagebear,samsnodgr,6
Stagebear,cweinbl,6
Stagebear,KathyShugg,6
Stagebear,fibrogirl76,11
Stagebear,ggl1943,10
Stagebear,cupid1031,10
Stagebear,louviv95,7
Stagebear,JsGoldie,7
Stagebear,cybil53,6
Stagebear,athania,6
Stagebear,Nonni28,6
Stagebear,djthomas62,6
Stagebear,casmalia,6
Stagebear,teresakitty2,6
Stagebear,Lisagayestrangeford,10
Stagebear,debyred,10
Stagebear,smip,9
Stagebear,Madis_Poppy,7
Stagebear,littletwister1963,6
Stagebear,pankel,6
Stagebear,cgk245,6
Stagebear,tonrhee,6
Stagebear,demetrio3,6
Stagebear,lisasway,6
Stagebear,stockrunner,6
Stagebear,onlyme1010,12
Stagebear,gailb54,10
annette030,debyred,10
annette030,smip,9
annette030,Madis_Poppy,7
annette030,kathigillean,6
annette030,crystalm4,6
annette030,Nonni28,6
annette030,djthomas62,6
annette030,casmalia,6
annette030,KathyShugg,6
annette030,Stagebear,934
annette030,Lisagayestrangeford,10
annette030,jiggsup,10
annette030,nooks34983,9
annette030,fan4ever3,7
annette030,cybil53,6
annette030,athania,6
annette030,tonrhee,6
annette030,demetrio3,6
annette030,lisasway,6
annette030,onlyme1010,11
annette030,ggl1943,10
annette030,cupid1031,10
annette030,louviv95,7
annette030,JsGoldie,7
annette030,pankel,6
annette030,cgk245,6
annette030,wonderiny,6
annette030,samsnodgr,6
annette030,stockrunner,6
annette030,fibrogirl76,11
cweinbl,cupid1031,10
cweinbl,louviv95,7
cweinbl,JsGoldie,7
cweinbl,cybil53,6
cweinbl,athania,6
cweinbl,Nonni28,6
cweinbl,djthomas62,6
cweinbl,casmalia,6
cweinbl,stockrunner,6
cweinbl,Stagebear,545
cweinbl,Lisagayestrangeford,10
cweinbl,debyred,10
cweinbl,smip,9
cweinbl,Madis_Poppy,7
cweinbl,littletwister1963,6
cweinbl,pankel,6
cweinbl,cgk245,6
cweinbl,tonrhee,6
cweinbl,demetrio3,6
cweinbl,lisasway,6
cweinbl,KathyShugg,6
cweinbl,onlyme1010,11
cweinbl,gailb54,10
cweinbl,jiggsup,10
cweinbl,nooks34983,9
cweinbl,fan4ever3,7
cweinbl,kathigillean,6
cweinbl,crystalm4,6
cweinbl,annette030,6
cweinbl,wonderiny,6
cweinbl,samsnodgr,6
cweinbl,teresakitty2,6
cweinbl,fibrogirl76,11
cweinbl,ggl1943,10
Stagebear,angie_b1976,5
annette030,angie_b1976,5
cweinbl,angie_b1976,5
voodoochild29,voodoochild29,14
voodoochild29,ripro;,13
voodoochild29,annette030,15
voodoochild29,mae527,4
Josephelk,teresakitty2,24
Josephelk,annette030,22
Josephelk,_swank_,22
Josephelk,sunshinenuna,22
Josephelk,memyselfandi19,22
Josephelk,ouchiam,25
Josephelk,cweinbl,22
Josephelk,Caprice_WebMD_Staff,22
teresakitty2,teresakitty2,24
teresakitty2,annette030,22
teresakitty2,_swank_,21
teresakitty2,sunshinenuna,22
teresakitty2,memyselfandi19,22
teresakitty2,ouchiam,25
teresakitty2,cweinbl,22
teresakitty2,Caprice_WebMD_Staff,21
cweinbl,_swank_,21
cweinbl,memyselfandi19,21
cweinbl,ouchiam,24
cweinbl,Caprice_WebMD_Staff,21
cweinbl,sunshinenuna,22
Josephelk,Josephelk,5
teresakitty2,Josephelk,5
cweinbl,Josephelk,5
fireislandgirl,teresakitty2,25
fireislandgirl,curiousme46,21
fireislandgirl,freedom1960,25
fireislandgirl,annette030,20
fireislandgirl,knight9702,24
fireislandgirl,gneebean,19
_swank_,freedom1960,24
_swank_,annette030,19
_swank_,fireislandgirl,1186
_swank_,knight9702,24
_swank_,gneebean,19
_swank_,teresakitty2,24
_swank_,curiousme46,21
annette030,knight9702,21
annette030,_swank_,186
annette030,curiousme46,19
annette030,fireislandgirl,161
annette030,gneebean,17
fireislandgirl,jeffbrano,5
_swank_,jeffbrano,5
annette030,jeffbrano,5
RSDhurtzme,future40,64
RSDhurtzme,gailb54,60
RSDhurtzme,Caprice_WebMD_Staff,95
RSDhurtzme,cweinbl,63
RSDhurtzme,teresakitty2,60
RSDhurtzme,charity1234,90
RSDhurtzme,littletwister1963,60
RSDhurtzme,freedom1960,59
RSDhurtzme,annette030,400
rjat2480,RSDhurtzme,115
rjat2480,charity1234,50
rjat2480,littletwister1963,39
rjat2480,freedom1960,39
rjat2480,annette030,89
rjat2480,future40,41
rjat2480,gailb54,39
rjat2480,Caprice_WebMD_Staff,52
rjat2480,cweinbl,41
rjat2480,teresakitty2,39
JOEY624267,rjat2480,5450
JOEY624267,Caprice_WebMD_Staff,51
JOEY624267,cweinbl,40
JOEY624267,teresakitty2,39
JOEY624267,RSDhurtzme,112
JOEY624267,charity1234,50
JOEY624267,littletwister1963,39
JOEY624267,freedom1960,39
JOEY624267,annette030,88
JOEY624267,future40,41
JOEY624267,gailb54,39
Angelgyrl,cweinbl,40
Angelgyrl,teresakitty2,39
Angelgyrl,RSDhurtzme,112
Angelgyrl,charity1234,50
Angelgyrl,littletwister1963,39
Angelgyrl,freedom1960,39
Angelgyrl,JOEY624267,68993
Angelgyrl,annette030,88
Angelgyrl,future40,41
Angelgyrl,gailb54,39
Angelgyrl,rjat2480,5038
Angelgyrl,Caprice_WebMD_Staff,51
annette030,JOEY624267,2345
annette030,Caprice_WebMD_Staff,50
annette030,rjat2480,1638
annette030,charity1234,49
annette030,Angelgyrl,2430
annette030,RSDhurtzme,107
annette030,future40,40
cweinbl,Angelgyrl,777
cweinbl,RSDhurtzme,98
cweinbl,freedom1960,37
cweinbl,JOEY624267,769
cweinbl,charity1234,47
cweinbl,rjat2480,674
cweinbl,future40,39
construct4u,Caprice_WebMD_Staff,48
construct4u,cweinbl,38
construct4u,teresakitty2,37
construct4u,Angelgyrl,676
construct4u,RSDhurtzme,96
construct4u,charity1234,46
construct4u,littletwister1963,37
construct4u,freedom1960,37
construct4u,JOEY624267,670
construct4u,annette030,77
construct4u,future40,38
construct4u,gailb54,37
construct4u,rjat2480,596
kmj1966,construct4u,296
kmj1966,rjat2480,198
kmj1966,Caprice_WebMD_Staff,41
kmj1966,cweinbl,34
kmj1966,teresakitty2,33
kmj1966,Angelgyrl,206
kmj1966,RSDhurtzme,73
kmj1966,charity1234,40
kmj1966,littletwister1963,33
kmj1966,freedom1960,33
kmj1966,JOEY624267,205
kmj1966,annette030,61
kmj1966,future40,34
kmj1966,gailb54,33
daishiv,rjat2480,80
daishiv,Caprice_WebMD_Staff,31
daishiv,cweinbl,27
daishiv,teresakitty2,26
daishiv,Angelgyrl,81
daishiv,RSDhurtzme,47
daishiv,charity1234,31
daishiv,littletwister1963,26
daishiv,freedom1960,26
daishiv,kmj1966,133
daishiv,JOEY624267,81
daishiv,annette030,42
daishiv,future40,27
daishiv,gailb54,26
daishiv,construct4u,92
RSDhurtzme,jdiakiw,5
rjat2480,jdiakiw,5
JOEY624267,jdiakiw,5
Angelgyrl,jdiakiw,5
annette030,jdiakiw,5
cweinbl,jdiakiw,5
construct4u,jdiakiw,5
kmj1966,jdiakiw,5
daishiv,jdiakiw,5
will63,_swank_,53
will63,corlaw,110
will63,cweinbl,52
will63,freedom1960,96
will63,littletwister1963,50
Taximan283,_swank_,53
Taximan283,corlaw,109
Taximan283,cweinbl,52
Taximan283,freedom1960,96
Taximan283,littletwister1963,50
will63,Taximan283,39221
will63,will63,5
Taximan283,will63,5
lillynnie1,aubrey1203,71
lillynnie1,freedom1960,63
lillynnie1,cweinbl,76
JOEY624267,aubrey1203,70
cweinbl,aubrey1203,65
lillynnie1,lillynnie1,5
JOEY624267,lillynnie1,5
cweinbl,lillynnie1,5
dogrunner,littletwister1963,49
dogrunner,teresakitty2,48
dogrunner,dogrunner,5
RSDhurtzme,Lynn821,363
RSDhurtzme,ifnot4hisgrace,123
RSDhurtzme,memyselfandi19,117
RSDhurtzme,RSDhurtzme,64539
Taximan283,teresakitty2,90
Taximan283,memyselfandi19,85
Taximan283,RSDhurtzme,311
Taximan283,gailb54,89
Taximan283,Lynn821,168
Taximan283,ifnot4hisgrace,88
corlaw,RSDhurtzme,27
corlaw,memyselfandi19,22
corlaw,Lynn821,25
corlaw,Taximan283,30
corlaw,ifnot4hisgrace,22
RSDhurtzme,corlaw,5
RSDhurtzme,33Smiles,143
RSDhurtzme,n2ativ,141
RSDhurtzme,knight9702,827
gailb54,RSDhurtzme,1947
gailb54,33Smiles,133
gailb54,memyselfandi19,126
gailb54,knight9702,581
gailb54,n2ativ,131
gailb54,annette030,316
gailb54,charity1234,127
gailb54,gailb54,5
ZedDe,teresakitty2,56
ZedDe,annette030,72
ZedDe,sewingmawmaw,56
ZedDe,gailb54,56
teresakitty2,gailb54,54
teresakitty2,sewingmawmaw,54
annette030,sewingmawmaw,53
Hondaddy,gailb54,50
Hondaddy,sewingmawmaw,50
ZedDe,ZedDe,5
teresakitty2,ZedDe,5
annette030,ZedDe,5
Hondaddy,ZedDe,5
mici0427,horseluver4,392
mici0427,dogvet,273
mici0427,cweinbl,264
RSDhurtzme,dogvet,245
RSDhurtzme,mici0427,2448
RSDhurtzme,horseluver4,338
dogvet,horseluver4,205
dogvet,RSDhurtzme,524
dogvet,dogvet,167
dogvet,mici0427,432
dogvet,cweinbl,164
cweinbl,mici0427,306
cweinbl,horseluver4,172
cweinbl,dogvet,144
Lorilou65,RSDhurtzme,139
Lorilou65,dogvet,89
Lorilou65,mici0427,132
Lorilou65,cweinbl,88
Lorilou65,horseluver4,99
cweinbl,Lorilou65,665
PrayerHelps,mici0427,107
PrayerHelps,cweinbl,76
PrayerHelps,Lorilou65,559
PrayerHelps,horseluver4,84
PrayerHelps,RSDhurtzme,111
PrayerHelps,dogvet,77
mici0427,PrayerHelps,5
RSDhurtzme,PrayerHelps,5
dogvet,PrayerHelps,5
cweinbl,PrayerHelps,5
Lorilou65,PrayerHelps,5
PrayerHelps,PrayerHelps,5
kwellhausen;,Caprice_WebMD_Staff,139
annette030,kwellhausen;,564
kwellhausen;,Maddyroni,5
annette030,Maddyroni,5
BackPainSucks,RSDhurtzme,101
BackPainSucks,charity1234,68
BackPainSucks,annette030,127
corlaw,BackPainSucks,1823
annette030,BackPainSucks,888
BackPainSucks,corlaw,5
BackPainSucks,cweinbl,78
BackPainSucks,gailb54,71
BackPainSucks,Darnall,89
gimpyD,gailb54,54
gimpyD,Darnall,63
gimpyD,cweinbl,58
gimpyD,annette030,296
gimpyD,gimpyD,405465
freedom1960,gimpyD,6515
freedom1960,cweinbl,57
freedom1960,annette030,283
freedom1960,gailb54,53
freedom1960,freedom1960,40822
freedom1960,Darnall,63
cweinbl,Darnall,58
cweinbl,gimpyD,738
annette030,gimpyD,482
annette030,Darnall,56
BackPainSucks,BackPainSucks,5
gimpyD,BackPainSucks,5
freedom1960,BackPainSucks,5
cweinbl,BackPainSucks,5
corlaw,serendipity888,5
RSDhurtzme,pdoogs,345
RSDhurtzme,_swank_,305
RSDhurtzme,cavalryscout33,5
corlaw,danjlil43515,5
teresakitty2,corlaw,653
teresakitty2,charity1234,42
MPS4me,corlaw,647
MPS4me,littletwister1963,42
MPS4me,teresakitty2,74108
MPS4me,charity1234,41
corlaw,MPS4me,6601
corlaw,concernforbrotherslife,5
teresakitty2,concernforbrotherslife,5
MPS4me,concernforbrotherslife,5
Shark45,cweinbl,213
Shark45,annette030,240
cweinbl,rymbaby,5
annette030,rymbaby,5
Shark45,rymbaby,5
cweinbl,dnmhr,5
dnmhr,cweinbl,3591
dnmhr,dnmhr,5
annette030,dnmhr,5
annette030,imagrandma,5
imagrandma,annette030,249
imagrandma,ZedDe,351
mici0427,ZedDe,347
mici0427,annette030,246
annette030,mici0427,1750
cweinbl,ZedDe,255
love_eyeore,mici0427,574
love_eyeore,ZedDe,216
love_eyeore,cweinbl,1413
love_eyeore,annette030,172
MPS4me,cweinbl,1136
MPS4me,annette030,167
MPS4me,mici0427,523
MPS4me,love_eyeore,5797
MPS4me,ZedDe,208
annette030,MPS4me,646
annette030,love_eyeore,581
ZedDe,imagrandma,5
imagrandma,imagrandma,5
mici0427,imagrandma,5
cweinbl,imagrandma,5
love_eyeore,imagrandma,5
MPS4me,imagrandma,5
_swank_,oregon3,5
freedom1960,_swank_,921
_swank_,_swank_,208
oregon3,freedom1960,127
oregon3,_swank_,111
oregon3,annette030,154
oregon3,oregon3,5
freedom1960,oregon3,5
annette030,oregon3,5
_swank_,duadem,5
ejohnston63,_swank_,1281
cweinbl,ejohnston63,3210
ejohnston63,duadem,5
cweinbl,duadem,5
cweinbl,edswife02,5
edswife02,cweinbl,675
edswife02,edswife02,5
annette030,edswife02,5
cweinbl,iveserson,5
Mallardman,thelorax55,5
Josephelk,Mallardman,1696
_swank_,Josephelk,2614
_swank_,Mallardman,1028
cweinbl,Mallardman,704
bionic_hip_man,cweinbl,2878
bionic_hip_man,Mallardman,565
bionic_hip_man,_swank_,1257
bionic_hip_man,Josephelk,849
JY997,bionic_hip_man,1005
JY997,Josephelk,460
JY997,cweinbl,744
JY997,Mallardman,362
JY997,_swank_,559
Josephelk,thelorax55,5
_swank_,thelorax55,5
cweinbl,thelorax55,5
bionic_hip_man,thelorax55,5
JY997,thelorax55,5
Taximan283,bjuser,5
littletwister1963,cweinbl,2946
littletwister1963,littletwister1963,5
littletwister1963,annette030,985
littletwister1963,Taximan283,5
Josephelk,littletwister1963,2963
_swank_,littletwister1963,1566
Taximan283,Josephelk,118
gailb54,gimpyD,800
gailb54,Josephelk,101
gailb54,cweinbl,110
gailb54,_swank_,104
annette030,Josephelk,85
gimpyD,Josephelk,69
gimpyD,littletwister1963,68
gimpyD,_swank_,71
Taximan283,Taximan283,5
Josephelk,Taximan283,5
_swank_,Taximan283,5
cweinbl,Taximan283,5
gailb54,Taximan283,5
annette030,Taximan283,5
gimpyD,Taximan283,5
future40,Variable1,5
MPS4me,future40,1345
MPS4me,Variable1,5
annette030,Variable1,5
_swank_,gailb54,2736
_swank_,cweinbl,5
Caprice_WebMD_Staff,scocci,5
ZedDe,Caprice_WebMD_Staff,2692
MPS4me,Caprice_WebMD_Staff,1322
littletwister1963,MPS4me,182322
littletwister1963,ZedDe,2561
littletwister1963,Caprice_WebMD_Staff,1313
ZedDe,scocci,5
MPS4me,scocci,5
littletwister1963,scocci,5
teresakitty2,gwtw1939,5
MPS4me,gailb54,6270
_swank_,MPS4me,4640
serendipity888,teresakitty2,427
serendipity888,MPS4me,476
serendipity888,annette030,1925
serendipity888,gailb54,442
serendipity888,_swank_,530
Trudy292,serendipity888,117
Trudy292,MPS4me,94
Trudy292,annette030,110
Trudy292,gailb54,92
Trudy292,_swank_,96
Trudy292,teresakitty2,92
P1231,annette030,106
P1231,gailb54,89
P1231,Trudy292,2497
P1231,_swank_,92
P1231,teresakitty2,89
P1231,serendipity888,112
P1231,MPS4me,90
gailb54,Trudy292,1187
gailb54,serendipity888,106
gailb54,P1231,2260
gailb54,MPS4me,87
kebren,Trudy292,108
kebren,_swank_,51
kebren,teresakitty2,50
kebren,serendipity888,56
kebren,MPS4me,50
kebren,P1231,113
kebren,annette030,55
kebren,gailb54,50
CK070731,Trudy292,108
CK070731,_swank_,51
CK070731,teresakitty2,50
CK070731,kebren,40822
CK070731,serendipity888,56
CK070731,MPS4me,50
CK070731,P1231,113
CK070731,annette030,55
CK070731,gailb54,50
gailb54,gwtw1939,5
MPS4me,gwtw1939,5
_swank_,gwtw1939,5
annette030,gwtw1939,5
serendipity888,gwtw1939,5
Trudy292,gwtw1939,5
P1231,gwtw1939,5
kebren,gwtw1939,5
CK070731,gwtw1939,5
TheBJP,MPS4me,5
cweinbl,TheBJP,19418
MPS4me,TheBJP,690
cweinbl,MPS4me,5
MPS4me,MPS4me,5
_swank_,chenry1408,5
annette030,chenry1408,5
Stressed_In_Seattle,cweinbl,1176
Stressed_In_Seattle,TheBJP,5
cybil53,MudBug09,5
stockrunner,cybil53,327
stockrunner,cweinbl,545
stockrunner,annette030,370
stockrunner,stockrunner,771
gailb54,stockrunner,357
gailb54,cybil53,219
stockrunner,gailb54,1085
MudBug09,gailb54,754
MudBug09,annette030,181
MudBug09,stockrunner,242
MudBug09,cybil53,170
MudBug09,cweinbl,214
annette030,MudBug09,5
stockrunner,MudBug09,5
cweinbl,MudBug09,5
gailb54,MudBug09,5
MudBug09,MudBug09,5
animalbuddy,LittleTommyToe,5
teresakitty2,animalbuddy,3231
corlaw,animalbuddy,1293
cweinbl,corlaw,3683
cweinbl,animalbuddy,956
annette030,animalbuddy,528
rcleo,cweinbl,805
rcleo,animalbuddy,437
rcleo,corlaw,660
rcleo,annette030,2528
rcleo,teresakitty2,505
animalbuddy,teresakitty2,437
animalbuddy,cweinbl,643
animalbuddy,animalbuddy,385
animalbuddy,rcleo,3210
animalbuddy,corlaw,547
animalbuddy,annette030,1413
teresakitty2,LittleTommyToe,5
corlaw,LittleTommyToe,5
cweinbl,LittleTommyToe,5
annette030,LittleTommyToe,5
rcleo,LittleTommyToe,5
cweinbl,sevenwords,5
annette030,katlin18k,5
Lisa3kids,littletwister1963,639
Lisa3kids,annette030,602
littletwister1963,katlin18k,5
Lisa3kids,katlin18k,5
cweinbl,Stressed_In_Seattle,5
annmike,cweinbl,279
corlaw,annmike,54067
annmike,Stressed_In_Seattle,5
corlaw,Stressed_In_Seattle,5
annette030,fineb405,5
MO_Survivor,annette030,131
MO_Survivor,MPS4me,273
MO_Survivor,cweinbl,138
Hapepoppop,MPS4me,256
Hapepoppop,cweinbl,134
Hapepoppop,MO_Survivor,4175
Hapepoppop,annette030,127
windtalkerr,MO_Survivor,2200
windtalkerr,annette030,123
windtalkerr,MPS4me,243
windtalkerr,Hapepoppop,4662
windtalkerr,cweinbl,130
annette030,Hapepoppop,484
annette030,MO_Survivor,434
annette030,windtalkerr,540
jacksnana49,MO_Survivor,156
jacksnana49,annette030,71
jacksnana49,windtalkerr,167
jacksnana49,MPS4me,99
jacksnana49,Hapepoppop,162
jacksnana49,cweinbl,73
Geradine4733,Hapepoppop,161
Geradine4733,cweinbl,73
Geradine4733,jacksnana49,27399
Geradine4733,MO_Survivor,155
Geradine4733,annette030,71
Geradine4733,windtalkerr,166
Geradine4733,MPS4me,99
corlaw,windtalkerr,150
corlaw,Geradine4733,1564
corlaw,Hapepoppop,146
corlaw,jacksnana49,1480
corlaw,MO_Survivor,141
stillcrazy93514,Geradine4733,999
stillcrazy93514,Hapepoppop,138
stillcrazy93514,cweinbl,68
stillcrazy93514,jacksnana49,964
stillcrazy93514,MO_Survivor,134
stillcrazy93514,annette030,66
stillcrazy93514,corlaw,2759
stillcrazy93514,windtalkerr,143
stillcrazy93514,MPS4me,90
fineb405,Hapepoppop,99
fineb405,annette030,56
fineb405,stillcrazy93514,351
fineb405,jacksnana49,257
fineb405,MO_Survivor,97
fineb405,corlaw,312
fineb405,windtalkerr,101
fineb405,MPS4me,72
fineb405,Geradine4733,260
cweinbl,fineb405,5
MPS4me,fineb405,5
MO_Survivor,fineb405,5
Hapepoppop,fineb405,5
windtalkerr,fineb405,5
jacksnana49,fineb405,5
Geradine4733,fineb405,5
corlaw,fineb405,5
stillcrazy93514,fineb405,5
fineb405,fineb405,5
Caprice_WebMD_Staff,bkatz1983,5
animalbuddy,Caprice_WebMD_Staff,60625
TDXSP08,cweinbl,334
TDXSP08,Caprice_WebMD_Staff,242
TDXSP08,annette030,292
TDXSP08,animalbuddy,243
jcharawell21,TDXSP08,522
jcharawell21,animalbuddy,166
jcharawell21,cweinbl,204
jcharawell21,Caprice_WebMD_Staff,165
jcharawell21,annette030,187
Geradine4733,animalbuddy,165
Geradine4733,jcharawell21,27399
Geradine4733,Caprice_WebMD_Staff,164
Geradine4733,TDXSP08,512
animalbuddy,bkatz1983,5
annette030,bkatz1983,5
cweinbl,bkatz1983,5
TDXSP08,bkatz1983,5
jcharawell21,bkatz1983,5
Geradine4733,bkatz1983,5
teresakitty2,Joopman,5
Hondaddy,Joopman,5
corlaw,CRPShellp,5
CRPShellp,teresakitty2,145
CRPShellp,corlaw,131
CRPShellp,annette030,153
Geradine4733,corlaw,104
Geradine4733,teresakitty2,113
CRPShellp,Geradine4733,571
teresakitty2,Geradine4733,336
annette030,Geradine4733,114
Stagebear,corlaw,54
Stagebear,Geradine4733,110
corlaw,Stagebear,258
teresakitty2,CRPShellp,5
annette030,CRPShellp,5
CRPShellp,CRPShellp,5
Geradine4733,CRPShellp,5
Stagebear,CRPShellp,5
annette030,woodenheart,5
greg8846,annette030,48
BarbaraE1951,corlaw,42
BarbaraE1951,annette030,40
BarbaraE1951,greg8846,226
itperson,BarbaraE1951,862
itperson,annette030,38
itperson,greg8846,179
itperson,corlaw,40
tdcarson,itperson,95310
tdcarson,corlaw,40
tdcarson,BarbaraE1951,854
tdcarson,annette030,38
tdcarson,greg8846,179
jme1313,itperson,95310
jme1313,corlaw,40
jme1313,BarbaraE1951,854
jme1313,annette030,38
jme1313,tdcarson,
jme1313,greg8846,179
cping1,BarbaraE1951,846
cping1,annette030,38
cping1,tdcarson,87011
cping1,greg8846,178
cping1,itperson,46520
cping1,corlaw,40
cping1,jme1313,95310
Dgranny,cping1,21506
Dgranny,itperson,14815
Dgranny,corlaw,40
Dgranny,jme1313,17392
Dgranny,BarbaraE1951,814
Dgranny,annette030,38
Dgranny,tdcarson,17392
Dgranny,greg8846,177
Brooklynnite,Dgranny,28988
Brooklynnite,tdcarson,10811
Brooklynnite,greg8846,176
Brooklynnite,cping1,12270
Brooklynnite,itperson,9756
Brooklynnite,jme1313,10811
Brooklynnite,BarbaraE1951,791
JOCELYN48,cping1,12121
JOCELYN48,itperson,9662
JOCELYN48,corlaw,40
JOCELYN48,Brooklynnite,
JOCELYN48,jme1313,10811
JOCELYN48,BarbaraE1951,791
JOCELYN48,annette030,38
JOCELYN48,Dgranny,28171
JOCELYN48,tdcarson,10695
JOCELYN48,greg8846,176
sympathizer,Dgranny,8097
sympathizer,tdcarson,5510
sympathizer,greg8846,173
sympathizer,JOCELYN48,11429
sympathizer,cping1,5865
sympathizer,itperson,5222
sympathizer,corlaw,40
sympathizer,Brooklynnite,11300
sympathizer,jme1313,5540
sympathizer,BarbaraE1951,739
sympathizer,annette030,38
sportstermegster,JOCELYN48,3643
sportstermegster,cping1,2805
sportstermegster,itperson,2642
sportstermegster,corlaw,40
sportstermegster,Brooklynnite,3630
sportstermegster,jme1313,2721
sportstermegster,BarbaraE1951,650
sportstermegster,annette030,37
sportstermegster,sympathizer,5362
sportstermegster,Dgranny,3221
sportstermegster,tdcarson,2714
sportstermegster,greg8846,168
liebgirl,sportstermegster,4662
liebgirl,Brooklynnite,2043
liebgirl,jme1313,1720
liebgirl,BarbaraE1951,570
liebgirl,annette030,37
liebgirl,sympathizer,2497
liebgirl,Dgranny,1907
liebgirl,tdcarson,1717
liebgirl,greg8846,162
liebgirl,JOCELYN48,2047
liebgirl,cping1,1753
liebgirl,itperson,1688
liebgirl,corlaw,39
BellsNest,itperson,1195
BellsNest,corlaw,39
BellsNest,sportstermegster,2181
BellsNest,Brooklynnite,1363
BellsNest,jme1313,1210
BellsNest,BarbaraE1951,501
BellsNest,annette030,37
BellsNest,sympathizer,1549
BellsNest,Dgranny,1301
BellsNest,tdcarson,1210
BellsNest,greg8846,156
BellsNest,liebgirl,4090
BellsNest,JOCELYN48,1363
BellsNest,cping1,1226
rmckwn,sportstermegster,1402
rmckwn,Brooklynnite,1012
rmckwn,jme1313,925
rmckwn,BarbaraE1951,444
rmckwn,annette030,36
rmckwn,BellsNest,3914
rmckwn,sympathizer,1110
rmckwn,Dgranny,977
rmckwn,tdcarson,925
rmckwn,greg8846,150
rmckwn,liebgirl,2002
rmckwn,JOCELYN48,1012
rmckwn,cping1,934
rmckwn,itperson,916
rmckwn,corlaw,38
Daveyfeelingbetter,tdcarson,613
Daveyfeelingbetter,greg8846,138
Daveyfeelingbetter,liebgirl,952
Daveyfeelingbetter,JOCELYN48,650
Daveyfeelingbetter,cping1,617
Daveyfeelingbetter,itperson,609
Daveyfeelingbetter,corlaw,38
Daveyfeelingbetter,rmckwn,1813
Daveyfeelingbetter,sportstermegster,791
Daveyfeelingbetter,Brooklynnite,649
Daveyfeelingbetter,jme1313,613
Daveyfeelingbetter,BarbaraE1951,357
Daveyfeelingbetter,annette030,36
Daveyfeelingbetter,BellsNest,1240
Daveyfeelingbetter,sympathizer,689
Daveyfeelingbetter,Dgranny,635
babygoose13,BellsNest,1191
babygoose13,sympathizer,674
babygoose13,Dgranny,622
babygoose13,tdcarson,600
babygoose13,greg8846,138
babygoose13,Daveyfeelingbetter,29853
babygoose13,liebgirl,923
babygoose13,JOCELYN48,636
babygoose13,cping1,604
babygoose13,itperson,596
babygoose13,corlaw,38
babygoose13,rmckwn,1711
babygoose13,sportstermegster,770
babygoose13,Brooklynnite,636
babygoose13,jme1313,600
babygoose13,BarbaraE1951,352
babygoose13,annette030,36
teresakitty2,BarbaraE1951,338
teresakitty2,babygoose13,8163
teresakitty2,BellsNest,1039
teresakitty2,sympathizer,622
teresakitty2,Dgranny,578
teresakitty2,tdcarson,559
teresakitty2,greg8846,136
teresakitty2,Daveyfeelingbetter,6431
teresakitty2,liebgirl,829
teresakitty2,JOCELYN48,590
teresakitty2,cping1,563
teresakitty2,itperson,556
teresakitty2,rmckwn,1415
teresakitty2,sportstermegster,704
teresakitty2,Brooklynnite,590
teresakitty2,jme1313,559
annette030,rmckwn,677
annette030,sportstermegster,456
annette030,Dgranny,400
annette030,tdcarson,391
annette030,babygoose13,1119
annette030,BellsNest,577
annette030,sympathizer,421
annette030,cping1,393
annette030,itperson,389
annette030,Daveyfeelingbetter,1079
annette030,liebgirl,506
annette030,JOCELYN48,406
annette030,jme1313,391
annette030,BarbaraE1951,268
lrk55,greg8846,114
lrk55,Daveyfeelingbetter,630
lrk55,liebgirl,379
lrk55,JOCELYN48,320
lrk55,cping1,312
lrk55,itperson,310
lrk55,corlaw,36
lrk55,teresakitty2,699
